Date,Open,High,Low,Close,Adj Close,Volume
2015-12-21,720.0,908.7000122070312,711.1500244140625,896.0499877929688,861.1497802734375,31456403
2015-12-28,900.0,907.0,785.0,803.5999755859375,772.3005981445312,9470210
2016-01-04,801.9000244140625,864.0,793.0999755859375,806.9000244140625,775.4721069335938,4594034
2016-01-11,803.0,824.0,772.3499755859375,789.0999755859375,758.3653564453125,1683641
2016-01-18,780.0,792.4500122070312,696.5,737.6500244140625,708.91943359375,2104046
2016-01-25,736.2999877929688,791.75,732.7999877929688,774.2000122070312,744.045654296875,782689
2016-02-01,775.5,817.2000122070312,770.0,800.25,769.0810546875,1059123
2016-02-08,790.0,820.0,777.0499877929688,802.6500244140625,771.3876342773438,458905
2016-02-15,833.0,874.9000244140625,805.0499877929688,866.2999877929688,832.5584106445312,831082
2016-02-22,870.0,879.0,816.2999877929688,828.5,796.2306518554688,347112
2016-02-29,834.0,947.0,814.5,859.0,825.5428466796875,871931
2016-03-07,859.0,904.8499755859375,834.0,862.7000122070312,829.0988159179688,427816
2016-03-14,861.0,949.4000244140625,857.25,922.7000122070312,886.7617797851562,760734
2016-03-21,920.0,966.9000244140625,911.0,921.4500122070312,885.5604858398438,314724
2016-03-28,924.4000244140625,954.0,912.0,942.4500122070312,905.7425537109375,417068
2016-04-04,943.0,1014.4000244140625,943.0,1003.4000244140625,964.3185424804688,642186
2016-04-11,1020.0,1044.4000244140625,1006.0,1011.8499755859375,972.4395141601562,301801
2016-04-18,1015.0,1015.0,941.7999877929688,965.2000122070312,927.6065063476562,134205
2016-04-25,970.0999755859375,1008.75,963.0,985.0999755859375,946.7313232421875,188628
2016-05-02,988.0,992.5,963.0,971.5499877929688,933.7091674804688,254344
2016-05-09,991.0,1005.0,920.2999877929688,952.8499755859375,915.7373657226562,88843
2016-05-16,1033.0,1033.0,949.9500122070312,974.9500122070312,936.976806640625,73977
2016-05-23,987.7999877929688,1014.9000244140625,926.0499877929688,941.5,904.82958984375,273031
2016-05-30,945.0,1015.5,930.0999755859375,992.2999877929688,953.6509399414062,245133
2016-06-06,997.4000244140625,1019.0,976.0,988.0499877929688,949.56640625,161461
2016-06-13,983.0,1003.9500122070312,885.0,897.2000122070312,862.2549438476562,613309
2016-06-20,887.2000122070312,893.7000122070312,770.0,820.5499877929688,788.5904541015625,328545
2016-06-27,824.9000244140625,860.9000244140625,815.0999755859375,838.2000122070312,805.552978515625,229229
2016-07-04,844.0,972.0,842.0499877929688,950.7999877929688,913.7672119140625,495906
2016-07-11,956.5999755859375,1008.0,950.0,982.9000244140625,944.6171264648438,219847
2016-07-18,978.0,997.0,975.0,978.9500122070312,940.821044921875,156160
2016-07-25,987.9500122070312,1009.4000244140625,958.0,972.5,936.9609985351562,382434
2016-08-01,975.0,989.0,925.0,929.5,895.5323486328125,134165
2016-08-08,937.4000244140625,940.0,897.3499755859375,933.25,899.145263671875,78153
2016-08-15,933.25,948.0,902.0,930.9500122070312,896.9293212890625,69843
2016-08-22,930.0,957.9000244140625,913.0999755859375,921.7999877929688,888.11376953125,319524
2016-08-29,919.4500122070312,1270.0,919.4500122070312,1161.300048828125,1118.8614501953125,2757797
2016-09-05,1161.300048828125,1199.0,1114.0,1141.699951171875,1099.9776611328125,716980
2016-09-12,1125.0,1209.300048828125,1110.0999755859375,1198.800048828125,1154.990966796875,723318
2016-09-19,1190.0,1276.0,1170.0,1174.699951171875,1131.771728515625,697138
2016-09-26,1162.0,1204.8499755859375,990.0,1070.0999755859375,1030.994140625,300133
2016-10-03,1066.199951171875,1099.0,1042.5,1049.6500244140625,1011.29150390625,169503
2016-10-10,1050.0,1064.0,1022.0,1038.050048828125,1000.11572265625,143701
2016-10-17,1030.0,1135.0,1002.25,1122.300048828125,1081.2864990234375,601071
2016-10-24,1142.0,1199.8499755859375,1127.0,1178.050048828125,1134.9993896484375,424241
2016-10-31,1178.050048828125,1267.0,1132.0,1152.550048828125,1110.4310302734375,1109776
2016-11-07,1160.0999755859375,1232.75,1001.0,1181.3499755859375,1138.1787109375,914653
2016-11-14,1181.3499755859375,1198.949951171875,1062.199951171875,1185.699951171875,1142.3697509765625,182754
2016-11-21,1185.0,1280.0,1148.050048828125,1165.3499755859375,1122.763427734375,409492
2016-11-28,1174.0,1199.0,1088.0,1137.0999755859375,1095.5457763671875,322618
2016-12-05,1122.199951171875,1175.0,1096.3499755859375,1107.550048828125,1067.07568359375,220257
2016-12-12,1107.5999755859375,1118.0,1030.0,1088.1500244140625,1048.384765625,268421
2016-12-19,1096.0,1096.0,1011.5499877929688,1021.3499755859375,984.0257568359375,239378
2016-12-26,1020.0,1087.5999755859375,1010.0,1070.949951171875,1031.8131103515625,140027
2017-01-02,1074.949951171875,1136.5999755859375,1066.800048828125,1115.800048828125,1075.0242919921875,280600
2017-01-09,1120.0,1125.0,1090.0,1093.1500244140625,1053.201904296875,255538
2017-01-16,1091.3499755859375,1108.5,1070.1500244140625,1087.1500244140625,1047.42138671875,450424
2017-01-23,1088.0,1115.25,1078.050048828125,1103.9000244140625,1063.5592041015625,72481
2017-01-30,1103.800048828125,1125.0,1035.0,1093.300048828125,1053.346435546875,322396
2017-02-06,1070.0,1113.199951171875,1068.0,1074.5,1035.2332763671875,200263
2017-02-13,1066.0,1073.3499755859375,975.0,995.3499755859375,958.9759521484375,1990845
2017-02-20,999.0,1010.0,979.0499877929688,983.0,948.2244262695312,235535
2017-02-27,983.0,995.0,927.2000122070312,933.6500244140625,900.620361328125,1524630
2017-03-06,935.5,958.0,931.0,940.5,907.2279663085938,423497
2017-03-13,940.5,966.0,938.0999755859375,949.0999755859375,915.5238037109375,1803749
2017-03-20,951.2999877929688,971.7000122070312,932.0,941.4500122070312,908.1443481445312,701710
2017-03-27,947.0,979.9000244140625,929.0,967.5499877929688,933.3211059570312,588553
2017-04-03,968.0,993.25,957.4500122070312,960.7999877929688,926.809814453125,761627
2017-04-10,962.5,980.0,941.3499755859375,969.6500244140625,935.3467407226562,398188
2017-04-17,968.2000122070312,975.1500244140625,947.9500122070312,951.0999755859375,917.4530029296875,591824
2017-04-24,954.0,970.0,950.0,959.9000244140625,925.941650390625,183635
2017-05-01,959.9000244140625,968.0,925.0499877929688,959.25,925.3145751953125,499206
2017-05-08,960.0,969.9500122070312,871.4000244140625,891.1500244140625,859.6239013671875,760945
2017-05-15,895.0,925.0,881.0,910.25,878.0480346679688,553800
2017-05-22,909.0,914.0,875.0,893.7000122070312,862.0836181640625,752502
2017-05-29,878.0,919.7999877929688,878.0,903.75,871.778076171875,567723
2017-06-05,910.4000244140625,917.0,891.0,898.9500122070312,867.1477661132812,330841
2017-06-12,900.0,912.4000244140625,872.0,885.3499755859375,854.0288696289062,236652
2017-06-19,892.0,892.0,828.2999877929688,843.7999877929688,813.9489135742188,350506
2017-06-26,843.7999877929688,847.75,780.0,781.9500122070312,754.2870483398438,2478032
2017-07-03,783.0,845.0,762.1500244140625,840.4500122070312,810.7173461914062,1413658
2017-07-10,845.0,853.0,826.25,833.7000122070312,804.2062377929688,239920
2017-07-17,833.0,881.0,833.0,840.3499755859375,812.2625122070312,554412
2017-07-24,852.0,853.1500244140625,816.2999877929688,833.5,805.641357421875,298744
2017-07-31,840.0,840.0,810.2000122070312,814.25,787.0347900390625,168026
2017-08-07,819.9000244140625,858.0,775.0,807.0,780.027099609375,574339
